AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
PG1048+342,NGC3396,,"('162.9325', '33.99056')","('162.47947', '32.99082')",,,464.4627587,,1885.07,,24.9,,23.26,9.3,66,90,114.3744181,,,.IB.9P.,,100,IBm pec,,0.00542,0.167,RT,,,,,,,,,,
PKS1136-13,2MASXJ11383327-1344240,,"('174.79458', '-13.84528')","('174.6386', '-13.74015')",,,443.2814439,,9779.72,,137.7424967,,23.11,15.25,49,40,83.99312822,,,x,,x,x,,0.031749,0.558,SP,,,,,,,,,,
MRK1044,NGC0988,,"('37.52292', '-8.99806')","('38.86563', '-9.35619')",,,410.9861943,,1254.64,,17.15,,22.95,12.47,57,x,x,,,.SBS6*.,,-99,SB(s)cd:       HII,,0.005037,0.0165,SP,,,,,,,,,,
NGC985,NGC0988,,"('38.6575', '-8.7875')","('38.86563', '-9.35619')",,,180.9979924,,1254.64,,17.15,,22.95,12.47,57,x,x,,,.SBS6*.,,-99,SB(s)cd:       HII,,0.005037,0.0431,NP,,,,,,,,,,
IRAS10378+1109,UGC05882,,"('160.12125', '10.88833')","('161.69058', '11.81994')",,,340.7972348,,1169.93,,10.856,,22.8,15.5,47,135,104.2978239,,,.SXT2..,,5,SAB(rs)ab;Sy   LINER,,0.002992,0.136,DG,,,,,,,,,,
SDSSJ104843.50+130605.0,UGC05882,,"('162.18125', '13.10139')","('161.69058', '11.81994')",,,259.2147297,,1169.93,,10.856,,22.8,15.5,47,135,65.94670257,,,.SXT2..,,5,SAB(rs)ab;Sy   LINER,,0.002992,0.219,RT,,,,,,,,,,
SDSSJ104816.30+120735.0,UGC05882,,"('162.06792', '12.12639')","('161.69058', '11.81994')",,,90.90137963,,1169.93,,10.856,,22.8,15.5,47,135,95.91094368,,,.SXT2..,,5,SAB(rs)ab;Sy   LINER,,0.002992,0.291,RT,,,,,,,,,,
SDSSJ104709.80+130454.0,UGC05882,,"('161.79083', '13.08167')","('161.69058', '11.81994')",,,239.7821121,,1169.93,,10.856,,22.8,15.5,47,135,49.54161608,,,.SXT2..,,5,SAB(rs)ab;Sy   LINER,,0.002992,0.4,RT,,,,,,,,,,
NGC3690,NGC3642,,"('172.12458', '58.56111')","('170.57455', '59.07451')",,,457.2512771,,1789.89,,27.5,,22.72,22.49,8,75,33.32665638,,,.SAR4*.,,105,SA(r)bc:;LINER Sy3,,0.005297,0.0104,DG,,,,,,,,,,
SBS1122+594,NGC3642,,"('171.47375', '59.17278')","('170.57455', '59.07451')",,,226.4484462,,1789.89,,27.5,10,22.72,22.49,8,75,188.7628503,,,.SAR4*.,,105,SA(r)bc:;LINER Sy3,,0.005297,0.858,DG,,,,,,,,,yes,"done, original result"
SBS1122+594,x,6,"('171.47375', '59.17278')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.858,DG,no,no,no,1212,"1079, 1345",821pm13,4.11E14 pm 2.09E13,84.1pm 1.4,d:Lya,"d:Lya marked as two blended lines at 1149 and 1208; p. A bit ambiguous, worth looking at again"
SBS1122+594,NGC3642,12,"('171.47375', '59.17278')","('170.57455', '59.07451')",,,226.4484462,FALSE,1789.89,,27.5,10,22.72,22.49,8,75,188.7628503,x,NGC3642,.SAR4*.,33.7,105,SA(r)bc:;LINER Sy3,,0.005297,0.858,DG,no,no,no,1597,"1560, 1634",132pm9,3.39E13 pm 2.98E12,24.6pm 3.1,d:Lya,"d:Lya labeled at 1580 - I measure 1597, blended with Lyg, crowded field; p"
SBS1122+594,NGC3642,12,"('171.47375', '59.17278')","('170.57455', '59.07451')",,,226.4484462,FALSE,1789.89,,27.5,10,22.72,22.49,8,75,188.7628503,x,NGC3642,.SAR4*.,33.7,105,SA(r)bc:;LINER Sy3,,0.005297,0.858,DG,no,no,no,1796,"1771, 1821",29pm8,5.92E12 pm 1.81E12,19.6pm 2.4,no,"very weak, d:Lyb:58253 marked at about 2340 - line seems too strong for this, crowded field; p"
SBS1122+594,x,0,"('171.47375', '59.17278')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.858,DG,no,no,no,2743,"2686, 2800",175pm10,4.81E13 pm 3.51E12,32.7pm 2.3,d:Lya,"d:Lya labeled at 2744 _ I measure 2743, UGC06412 at velocity 2210 km/s, b=344kpc"
SBS1122+594,x,0,"('171.47375', '59.17278')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.858,DG,no,no,no,5030,"4975, 5085",108pm11,2.41E13 pm 2.77E12,36.1pm 2.4,d:Lya,broader on one side
SBS1122+594,x,0,"('171.47375', '59.17278')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.858,DG,no,no,no,5274,"5252, 5296",42pm7,8.96E12 pm 1.71E12,14.9pm 1.5,d:Lya,d:Lya labeled at 5260 _ I measure 5274. No galaxies nearby
SBS1122+594,x,0,"('171.47375', '59.17278')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.858,DG,no,no,no,7320,"7295, 7345",33pm8,6.97E12 pm 1.73E12,18.4pm 2.7,d:Lya,d:Lya labeled at 7307 _ I measure 7320. No galaxies nearby
SBS1122+594,x,0,"('171.47375', '59.17278')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.858,DG,no,no,no,9065,"9025, 9105",72pm9,1.57E13 pm 2.18E12,24.pm 3.7,d:Lya,d:Lya labeled at 9048 _ I measure 9065. No galaxies nearby
PG0844+349,NGC2683,,"('131.92708', '34.75139')","('133.1722', '33.42174')",,,299.0175494,,592.76,,10.182,,22.7,9.08,66,42,94.88440028,,,.SAT3..,,44,SA(rs)b;LINER  Sy2,,0.001371,0.064,SP,,,,,,,,,,
NGC5548,NGC5523,,"('214.49833', '25.13694')","('213.718', '25.31761')",,,254.0697409,,1303.35,,19.978,,22.64,4.08,80,90,13.03846654,,,.SAS6*.,,99,SA(s)cd:,,0.003466,0.0172,PL,,,,,,,,,,
FBS1526+659,UGC09855,,"('231.86875', '65.80278')","('231.27021', '66.25536')",,,457.8745494,,3625.45,,51.06272749,,22.63,8.15,69,36,91.09513108,,,x,,x,Im:,,0.011608,0.345,SP,,,,,,,,,,
RBS1307,UGC08679,,"('205.63', '38.48472')","('205.57796', '38.53675')",,,59.72568193,,3677.35,,51.7936197,,21.92,21.92,0,x,x,,,x,,x,Sm:,,0.011405,0.172,DG,,,,,,,,,,
SDSSJ092554.50+453544.0,UGC05026,,"('141.47708', '45.59556')","('141.66582', '45.8472')",,,314.7681261,,4507.9,,63.4915069,,21.92,10.96,60,20,196.8688389,,,.L.....,,15,S0,,0.014397,0.329,DG,,,,,,,,,,
SDSSJ135424.90+243006.3,2MASXJ13541109+2433224,,"('208.60375', '24.50167')","('208.54644', '24.55627')",,,164.5729477,,8867.89,,124.8999028,,21.68,17.34,37,70,63.61850788,,,x,,x,x,,0.028663,1.892,NP,,,,,,,,,,
MRK335,NGC7817,,"('1.58125', '20.20306')","('0.99546', '20.75233')",,,365.8846934,,2060.77,,27,,21.65,5.63,75,45,88.16363421,,,.SA.4*/,,45,SAbc: sp,,0.007702,0.0258,SP,,,,,,,,,,
IRAS_F21325-6237,ESO107-G037,,"('324.09667', '-62.4')","('323.94673', '-62.77729')",,,385.3637826,,4087.21,,57.56635638,,21.59,17.06,38,161,40.65233322,,,x,,x,SAB(rs)b:,,0.01416,0.0588,NP,,,,,,,,,,
PKS1101-325,NGC3621,,"('165.88167', '-32.855')","('169.56879', '-32.81406')",,,365.4281784,,928.34,,6.758,,21.36,10.25,61,164,105.3633959,,,.SAS7..,,159,SA(s)d         HII,,0.002435,0.3555,SP,,,,,,,,,,
SDSSJ150952.20+111047.0,SDSSJ151022.85+111031.8,,"('227.4675', '11.17972')","('227.59525', '11.17551')",,,259.6760062,,8424.11,,118.6495063,,21.29,16.82,38,122,-30.11193809,,,x,,x,Extended Src [SDSS],,0.027332,0.285,RT,,,,,,,,,,
PG1112+431,2MASXJ11151531+4241381,,"('168.775', '42.83056')","('168.81336', '42.69368')",,,345.9310708,,10069.95,,141.8302729,,21.25,10.62,60,95,69.34623947,,,x,,x,x,,0.032756,0.3006,SP,,,,,,,,,,
FIRST_J12205+3853,NGC4151,,"('185.14625', '38.88778')","('182.63574', '39.40573')",,,425.2808208,,1262.95,,12.095,,21.22,17.18,36,130,-28.34134136,,,PSXT2*.,,50,(R')SAB(rs)ab: Sy1.5,,0.003319,0.377,DG,,,,,,,,,,
4C10.30,2MASXJ11005426+1041087,,"('165.19958', '10.77056')","('165.2262', '10.68571')",,,213.8473985,,9797.67,,137.995377,,21.21,9.75,63,35,127.586567,,,x,,x,S0,,0.031749,0.42,RT,,,,,,,,,,
SDSSJ135712.60+170444.0,UGC08839,,"('209.3025', '17.07889')","('208.85399', '17.79495')",,,323.2095031,,1235.52,,22.200001,,21.14,14.37,47,x,x,,,x,,x,Im,,0.003192,0.15,DG,,,,,,,,,,
PG1352+183,UGC08839,,"('208.64875', '18.08806')","('208.85399', '17.79495')",,,136.4616401,,1235.52,,22.200001,,21.14,14.37,47,x,x,,,x,,x,Im,,0.003192,0.152,PL,,,,,,,,,,
SDSSJ145424.40+304658.0,2MASXJ14542695+3054301,,"('223.60167', '30.78278')","('223.61233', '30.90849')",,,291.4440416,,9406.29,,132.4829721,,20.94,14.24,47,10,174.8462309,,,x,,x,x,,0.030592,0.465,NP,,,,,,,,,,
SDSSJ095915.60+050355.0,UGC05357,,"('149.815', '5.06528')","('149.67404', '5.26436')",,,256.8563068,,4289.35,,60.41343169,,20.9,5.85,74,50,94.7083717,,,x,,x,Scd:,,0.013514,0.1626,SP,,,,,,,,,,
SDSSJ104741.80+151331.0,NGC3377,,"('161.92417', '15.22528')","('161.92638', '13.98592')",,,229.6773721,,938.67,,10.618,,20.85,12.09,55,48,131.8978578,,,.E.5+..,,35,E5-6,,0.002218,0.385,PL,,,,,,,,,,
SDSSJ150928.30+070235.0,2MASXJ15095716+0712530,,"('227.36792', '7.04306')","('227.48829', '7.21465')",,,492.5161836,,9583.33,,134.9764991,,20.74,15.76,41,10,205.04097,,,x,,x,E,,0.031206,0.418,RT,,,,,,,,,,
PG1116+215,SDSSJ111843.28+212723.0,,"('169.78667', '21.32167')","('169.68037', '21.45639')",,,410.229351,,9982.65,,140.6007453,,20.68,17.16,34,134,7.731108144,,,x,,x,x,,0.03235,0.1765,SP,,,,,,,,,,
TON151,2MASXJ13153929+2936398,,"('199.01625', '29.38167')","('198.91381', '29.61084')",,,410.6080958,,6792.7,,95.67189472,,20.59,9.06,64,30,125.918784,,,x,,x,S03,,0.02172,0.037,DG,,,,,,,,,,
KAZ447,NGC6297,,"('255.87042', '61.68583')","('255.90231', '62.02562')",,,426.5902502,,5102.18,,71.86175745,,20.52,16.42,37,90,95.3614188,,,.L.....,,90,S0,,0.016657,0.0773,SP,,,,,,,,,,
RBS2000,IC5325,,"('351.18625', '-40.68028')","('352.18096', '-41.33347')",,,314.3353632,,1246.2,,18.1,,20.45,18.61,24,15,108.3122924,,,.SXT4..,,-99,SAB(rs)bc,,0.005013,0.5,PL,,,,,,,,,,
RX_J1500.5+5517,NGC5866,,"('225.12833', '55.28583')","('226.62291', '55.76321')",,,248.7955502,,853.82,,14.675,,20.06,8.11,66,x,124.2852018,,,.LA.+./,,128,S0_3       HII/LINER,,0.002242,0.4048,SP,,,,,,,,,,
RXS_J0826.5+0742,SDSSJ082644.50+073017.5,,"('126.63958', '7.71333')","('126.68542', '7.50488')",,,488.1687691,,9308.28,,131.1025791,,20.03,9.01,63,13,154.6013498,,,x,,x,x,,0.030537,0.312,DG,,,,,,,,,,
HE1003+0149,SDSSJ100609.03+012753.8,,"('151.39667', '1.57944')","('151.53763', '1.46495')",,,445.6151092,,9984.43,,140.6257551,,20.01,15.21,41,82,47.09423519,,,x,,x,x,,0.032504,1.0809,SP,,,,,,,,,,
US1867,SDSSJ085338.36+435337.2,,"('133.3925', '43.81694')","('133.40983', '43.89367')",,,166.8192742,,8729.26,,122.9473003,,19.91,10.35,59,62,130.72595,,,x,,x,x,,0.028543,0.5139,RT,,,,,,,,,,
SDSSJ100110.20+291137.0,CGCG153-011,,"('150.2925', '29.19361')","('149.9879', '29.2888')",,,457.3460472,,6590.06,,92.81769452,,19.84,14.68,42,115,-7.642747354,,,x,,x,x,,0.021191,0.5,NP,,,,,,,,,,
SDSSJ131802.10+262830.0,SDSSJ131641.93+260754.4,,"('199.50875', '26.475')","('199.17472', '26.13179')",,,478.0900261,,4269.96,,60.14028639,,19.58,2.15,84,77,147.2180405,,,x,,x,Extended Src [SDSS],,0.013288,1.235,RT,,,,,,,,,,
SDSSJ093116.70+262847.0,SDSSJ093045.53+261916.9,,"('142.81958', '26.47972')","('142.68971', '26.32136')",,,493.4541847,,10216,,143.8872627,,19.56,9.78,60,19,200.349693,,,x,,x,x,,0.03335,0.778,RT,,,,,,,,,,
SDSSJ113722.13+352426.6,UGC06526,,"('174.34208', '35.40722')","('173.1646', '35.32839')",,,499.8587897,,2110.67,,29.72769985,,19.5,3.51,80,90,176.1693458,,,.S?....,,90,S?;WR          HII,,0.006136,0.19448,RT,,,,,,,,,,
SDSSJ143511.50+360436.0,UGC09381,,"('218.79792', '36.07667')","('218.64408', '36.28831')",,,197.1163526,,3267.91,,46.02691101,,19.48,16.56,32,x,x,,,x,,x,Sm:,,0.0101,0.429,DG,,,,,,,,,,
SDSSJ091431.80+083742.0,SDSSJ091356.06+084213.0,,"('138.6325', '8.62833')","('138.48362', '8.70363')",,,353.3432485,,8694.43,,122.4567357,,19.37,5.62,73,70,46.83630167,,,x,,x,x,,0.028325,0.648,RT,,,,,,,,,,
RBS2023,IC5332,,"('353.71833', '-35.645')","('353.61454', '-36.10108')",,,67.9921582,,431.41,,8.3999996,,19.06,15.15,37,x,x,,,.SAS7..,,-99,SA(s)d,,0.002338,0.098,PL,,,,,,,,,,
HE2332-3556,IC5332,,"('353.685', '-35.66306')","('353.61454', '-36.10108')",,,64.76019726,,431.41,,8.3999996,,19.06,15.15,37,x,x,,,.SAS7..,,-99,SA(s)d,,0.002338,0.11,PL,,,,,,,,,,
CTS_A13.08,IC5332,,"('350.545', '-34.79917')","('353.61454', '-36.10108')",,,413.2760892,,431.41,,8.3999996,,19.06,15.15,37,x,x,,,.SAS7..,,-99,SA(s)d,,0.002338,0.42,PL,,,,,,,,,,
SDSSJ141542.90+163414.0,UGC09126,,"('213.92875', '16.57056')","('213.91875', '16.55')",,,14.25313592,,2540.55,,36,,18.85,17.8,19,x,x,,,x,,x,Im:,,0.007579,0.743,RT,,,,,,,,,,
SDSSJ111507.60+023757.0,2MASXJ11142264+0234314,,"('168.78167', '2.6325')","('168.59434', '2.57547')",,,441.0660473,,9171.52,,129.1762807,,18.79,12.78,47,80,173.0622012,,,x,,x,x,,0.029656,0.567,RT,,,,,,,,,,
PG1148+549,NGC3972,,"('177.83542', '54.62583')","('178.93787', '55.32074')",,,304.9603888,,1072.02,,18.592,,18.39,4.16,77,x,117.7739381,,,.SAS4..,,120,SA(s)bc,,0.002843,0.969,SP,,,,,,,,,,
SDSSJ103304.90+211216.0,NGC3301,,"('158.27042', '21.20444')","('159.2335', '21.88214')",,,456.7877103,,1586.58,,23.299999,,18.36,7.34,66,55,179.8607989,,,PSBT0..,,52,(R')SB(rs)0/a,,0.004406,0.315,RT,,,,,,,,,,
SDSSJ001224.01-102226.5,SDSSJ001248.44-100828.5,,"('3.1', '-10.37417')","('3.20186', '-10.14126')",,,408.0744977,,6546.92,,92.210116,,18.26,12.6,46,147,56.61167253,,,x,,x,x,,0.022836,0.2282,SP,,,,,,,,,,
PG1341+258,2MASXJ13444286+2531246,,"('205.98667', '25.64667')","('206.17866', '25.52356')",,,433.2272094,,8294.81,,116.828342,,18.12,7.97,64,115,7.674267468,,,x,,x,x,,0.026742,0.087,PL,,,,,,,,,,
SDSSJ092600.40+442736.1,UGC04982,,"('141.50167', '44.46')","('140.76288', '44.55494')",,,375.0386226,,2849.79,,40.13784876,,17.84,6.07,70,5,92.32349625,,,.S..8*.,,4,Sdm:,,0.008866,0.1807,DG,,,,,,,,,,
SDSSJ092159.40+450912.0,UGC04982,,"('140.4975', '45.15333')","('140.76288', '44.55494')",,,439.422989,,2849.79,,40.13784876,,17.84,6.07,70,5,151.0851727,,,.S..8*.,,4,Sdm:,,0.008866,0.235,DG,,,,,,,,,,
MRK1383,SDSSJ142932.52+010701.7,,"('217.27708', '1.28444')","('217.38573', '1.11739')",,,448.6786927,,9159.93,,129.013057,,17.71,10.45,54,34,112.9694228,,,x,,x,x,,0.029711,0.0865,SP,,,,,,,,,,
SDSSJ093001.90+284858.0,SDSSJ092922.85+284806.3,,"('142.50792', '28.81611')","('142.34521', '28.80175')",,,283.7430147,,8055.29,,113.4548031,,17.7,5.31,73,9,255.9555287,,,x,,x,x,,0.026153,0.487,RT,,,,,,,,,,
PG1004+130,SDSSJ100805.13+125650.5,,"('151.85917', '12.81556')","('152.02138', '12.94736')",,,493.5391152,,9753.14,,137.3682178,,17.5,14.17,36,82,148.8974599,,,x,,x,x,,0.031703,0.24,DG,,,,,,,,,,
SDSSJ092837.98+602521.0,UGC05053,,"('142.15833', '60.4225')","('142.53113', '60.13961')",,,280.2202199,,3373.5,,47.5141453,,17.37,7.47,65,67,60.19325928,,,x,,x,Sdm:,,0.010711,0.295,DG,,,,,,,,,,
B2_1208+32A,NGC4062,,"('182.65708', '31.95194')","('181.01596', '31.89581')",,,396.2422635,,1040.46,,16.286,,17.35,6.59,68,100,168.0408126,,,.SAS5..,,100,SA(s)c         HII,,0.002528,0.389,DG,,,,,,,,,,
PKS0232-04,MCG-01-07-020,,"('38.78', '-4.03472')","('37.67225', '-3.81192')",,,397.4679608,,1364.17,,20.200001,,17.12,13.35,39,x,x,,,.SBS8*.,,-99,SB(s)dm:,,0.0054,1.45,DG,,,,,,,,,,
SDSSJ151507.40+065708.0,2MASXJ15145997+0648165,,"('228.78083', '6.95222')","('228.74971', '6.80465')",,,276.552705,,7461.83,,105.0961487,,17.07,7.17,65,70,121.9045337,,,x,,x,x,,0.024143,0.268,RT,,,,,,,,,,
SDSSJ130429.10+311308.0,SDSSJ130325.74+311903.2,,"('196.12125', '31.21889')","('195.85728', '31.31757')",,,485.9009896,,8026.56,,113.0501806,,16.77,4.19,76,84,26.50028158,,,x,,x,x,,0.025836,0.804,PL,,,,,,,,,,
RBS567,NGC1617,,"('69.91125', '-53.19194')","('67.91471', '-54.60228')",,,429.495277,,926.5,,13.4,,16.76,8.19,61,x,127.7372223,,,.SBS1..,,107,(R')SAB(rs)a,,0.003546,0.243,SP,,,,,,,,,,
HE0435-5304,NGC1617,,"('69.21167', '-52.98028')","('67.91471', '-54.60228')",,,419.5154613,,926.5,,13.4,,16.76,8.19,61,x,111.6195084,,,.SBS1..,,107,(R')SAB(rs)a,,0.003546,0.4262,SP,,,,,,,,,,
SDSSJ125846.70+242739.0,NGC4747,,"('194.69458', '24.46083')","('192.94147', '25.77707')",,,442.6606407,,1480.97,,12.3,,16.75,2.35,82,30,96.90480955,,,.SB6$/P,,30,SBcd? pec sp,,0.003969,0.371,PL,,,,,,,,,,
HS1003+3719,UGC05391,,"('151.54417', '37.08722')","('150.421', '37.24744')",,,409.4293931,,1797.07,,25.799999,,16.51,6,69,x,-71.88049811,,,.S..9..,,170,Sm,,0.005234,3.202,PL,,,,,,,,,,
SDSSJ125124.60+055420.0,SDSSJ125119.33+055015.4,,"('192.8525', '5.90556')","('192.83056', '5.83762')",,,131.4761384,,7495.08,,105.5645601,,16.48,11.37,46,133,64.891414,,,x,,x,x,,0.024014,1.378,RT,,,,,,,,,,
MRK272,UGC08656,,"('205.5', '42.76')","('205.12425', '42.99269')",,,275.9457505,,3113.79,,43.8561663,,16.01,4.16,75,35,86.77126852,,,x,,x,S,,0.009556,0.0347,DG,,,,,,,,,,
MRK817,UGC09391,,"('219.09208', '58.79444')","('218.65425', '59.33781')",,,341.9949588,,2098.39,,33.317,,16,9.44,54,20,121.1405191,,,.SB.8..,,20,SBdm,,0.006384,0.0315,SP,,,,,,,,,,
RX_J0949.8+3902,CGCG210-041,,"('147.47083', '39.03444')","('147.47124', '38.9067')",,,174.1580999,,5546.21,,78.11564916,,15.91,14.32,26,160,19.81642707,,,x,,x,x,,0.017772,0.36,DG,,,,,,,,,,
KISSR2023,SDSSJ154706.81+431401.6,,"('236.67708', '43.24361')","('236.77838', '43.23378')",,,111.6364398,,6099.94,,85.91459672,,15.9,5.72,69,103,-7.456893705,,,x,,x,x,,0.019736,0.0361,DG,,,,,,,,,,
SDSSJ134854.80+430308.0,NGC5336,,"('207.22833', '43.05222')","('208.04084', '43.24291')",,,395.014069,,2580.5,,36.34508852,,15.89,14.94,20,80,176.7908435,,,.S..6*.,,115,Scd:,,0.007792,0.275,PL,,,,,,,,,,
KUV10000+3255,NGC3067,,"('150.7275', '32.6775')","('149.58783', '32.36989')",,,362.7602162,,1708.67,,20.6,,15.69,5.96,68,105,149.8929552,,,.SXS2$.,,105,SAB(s)ab?      HII,,0.004923,0.83,RT,,,,,,,,,,
HS1302+2510,UGC08062,,"('196.21417', '24.91278')","('194.18184', '21.68297')",,,347.722445,,702.25,,5.341,,15.54,8.39,57,x,97.17472358,,,RSAT2..,,115,(R)SA(rs)ab;HIISy2,,0.001361,0.602,PL,,,,,,,,,,
IRAS_F14138+1237,KUG1414+128,,"('214.05333', '12.39444')","('214.32819', '12.58553')",,,421.1637052,,5200.65,,73.24856538,,15.41,8.17,58,72,163.1844396,,,x,,x,Spiral,,0.016455,0.1231,DG,,,,,,,,,,
ESO462-G09,MCG-05-48-006,,"('305.465', '-31.28944')","('305.707', '-31.56311')",,,242.1576932,,2873.36,,40.46987717,,15.3,9.42,52,x,51.53382986,,,.SBS6..,,87,SB(s)cd,,0.010104,0.019,PL,,,,,,,,,,
KISSR271,NGC5117,,"('200.42', '28.88306')","('200.73532', '28.31644')",,,435.3134763,,2663.66,,39.55,,15.3,9.79,50,160,-9.091407165,,,.SB.6?.,,154,SBcd?,,0.007944,0.0226,DG,,,,,,,,,,
PG0804+761,UGC04238,,"('122.74375', '76.04528')","('122.90321', '76.42164')",,,162.2775954,,1639.49,,24.58,,15.15,4.85,71,65,137.9617047,,,.SB.7..,,83,SBd,,0.00515,0.102,SP,,,,,,,,,,
NGC6376,UGC10854,,"('261.33', '58.81667')","('261.19342', '58.20572')",,,440.2280278,,2911.47,,41.00663165,,14.99,6.9,63,92,100.6009234,,,x,,x,Scd:,,0.009383,0.0285,SP,,,,,,,,,,
SDSSJ082024.20+233450.0,IC2288,,"('125.10083', '23.58056')","('124.84326', '23.7473')",,,405.7851587,,4755.93,,80.48,,14.98,8.43,56,x,x,,,.S?....,,-99,Sb,,0.015354,0.47,DG,,,,,,,,,,
SDSSJ091440.40+282330.0,SDSSJ091458.38+281005.9,,"('138.66833', '28.39167')","('138.74326', '28.16832')",,,483.078923,,8438.04,,118.8456053,,14.98,5.84,67,67,94.45734198,,,x,,x,x,,0.027467,0.735,DG,,,,,,,,,,
QSO1220-2859,2MASXJ01214337-2844034,,"('20.65333', '-28.7225')","('20.43075', '-28.73425')",,,427.4371788,,8892.57,,125.2475314,,14.94,12.55,33,75,191.9761843,,,x,,x,x,,0.0306,0.436,SP,,,,,,,,,,
SDSSJ142947.00+064334.9,SDSSJ142914.29+063210.0,,"('217.44583', '6.72611')","('217.30956', '6.53612')",,,460.5249409,,8030.87,,113.1108341,,14.8,9.77,49,161,54.6411881,,,x,,x,x,,0.025927,0.1736,DG,,,,,,,,,,
US939,KUG0943+473,,"('146.58833', '47.19194')","('146.56147', '47.13424')",,,71.48708905,,4805.09,,67.67732018,,14.73,8.54,55,100,104.9606274,,,x,,x,Spiral,,0.015357,0.23,DG,,,,,,,,,,
SDSSJ105910.90+051935.0,NGC3423,,"('164.79542', '5.32639')","('162.80971', '5.84003')",,,388.460361,,1283.61,,10.9,,14.72,12.07,35,80,24.50733931,,,.SAS6..,,10,SA(s)cd,,0.003372,0.754,RT,,,,,,,,,,
SDSSJ115758.73-002220.8,NGC4030b,,"('179.49458', '0.3725')","('180.1987', '-0.02334')",,,437.0373676,,2229.43,,31,,14.64,11.57,38,60,59.35281289,,,x,,x,SAB(s)m,,0.006468,0.26,DG,,,,,,,,,,
HS0911+4809,UGC04868,,"('138.79167', '47.94917')","('138.71583', '48.59375')",,,471.4994855,,2966.59,,41.78297902,,14.59,11.67,37,x,x,,,x,,x,SBm,,0.009296,3.347,NP,,,,,,,,,,
SDSSJ091029.70+101413.0,UGC04845,,"('137.62375', '10.23694')","('138.10778', '9.9555')",,,398.9294662,,2316.77,,41.3,,14.5,11.02,41,10,110.1832773,,,.SB.7*.,,98,SBd:,,0.007056,0.463,DG,,,,,,,,,,
HE0439-5254,2MFGC03832,,"('70.04958', '-52.805')","('70.18337', '-52.75828')",,,85.86893568,,3738.32,,52.6523486,,14.37,4.31,73,35,215.7337129,,,.S.4*P/,,64,Sbc: pec sp,,0.012912,1.053,SP,,,,,,,,,,
RBS877,SBS1026+510,,"('157.82708', '50.89333')","('157.43977', '50.79732')",,,498.0097487,,7711.13,,108.6074558,,14.32,12.03,33,60,196.0766848,,,x,,x,x,,0.025009,0.361,DG,,,,,,,,,,
RX_J1608.3+6018,UGC10247,,"('242.08542', '60.30778')","('242.35817', '60.08806')",,,198.9996906,,3135.63,,44.16378528,,14.3,8.87,52,50,78.85512111,,,x,,x,SBm:,,0.00999,0.178,SP,,,,,,,,,,
SDSSJ124154.00+572107.0,SDSSJ124107.02+572319.0,,"('190.475', '57.35194')","('190.27928', '57.38862')",,,232.319565,,8458.85,,119.1386732,,14,11.34,36,70,30.6152102,,,x,,x,x,,0.027501,0.583,RT,,,,,,,,,,
SDSSJ110236.70+052117.0,SDSSJ110149.86+052049.8,,"('165.65292', '5.35472')","('165.45775', '5.34717')",,,382.6909518,,8005.44,,112.7526934,,13.99,5.46,67,127,140.7838876,,,x,,x,x,,0.025779,0.499,PL,,,,,,,,,,
CXO_J02224+4221,CGCG538-054,,"('35.60167', '42.36056')","('35.71019', '42.15816')",,,334.3037653,,6245.36,,87.96283675,,13.95,10.32,42,85,66.80381436,,,x,,x,Sa:,,0.021315,1.181,NP,,,,,,,,,,
ESO292-G24,RFGC4170,,"('356.75292', '-44.76194')","('355.64683', '-44.90483')",,,346.4947708,,1240.41,,24.9,,13.93,1.95,82,80,182.6328861,,,.S?....,,86,Scd?,,0.004974,0.0306,SP,,,,,,,,,,
PG1351+640,UGC08894,,"('208.31542', '63.76278')","('209.44853', '63.39741')",,,323.8347792,,1951.86,,29.799999,,13.85,9.97,44,20,87.87239051,,,x,,x,Sm,,0.005907,0.0882,DG,,,,,,,,,,
KISSR2019,SDSSJ154542.13+443040.4,,"('236.43542', '44.26417')","('236.42554', '44.51122')",,,362.8944941,,5973.09,,84.12805881,,13.69,4.24,72,71,106.7100427,,,x,,x,x,,0.019318,0.0342,DG,,,,,,,,,,
KISSR2021,SDSSJ154542.13+443040.4,,"('236.46958', '44.26306')","('236.42554', '44.51122')",,,367.2948124,,5973.09,,84.12805881,,13.69,4.24,72,71,98.93766716,,,x,,x,x,,0.019318,0.04,DG,,,,,,,,,,
