Target,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,source,comment
PG1216+069,7178,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,x,0,FALSE,FALSE,7178,"7104, 7252",159pm8,3.69E13 pm 2.08E12,42.1pm 2.4,"Lya, d:Lya",pilot,"Lya labeled at 7178, d:Lya at 7176, center is 7178 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
3C351.0,7192,PGC059509,1,"('256.17333333333335', '60.74138888888889')","('255.85472', '60.66234')",0.00015207,4.07E-17,106.2959138,51.26472471,314.8633052,x,7328,7218,26,103.2,x,13.8,11.3,35,87,23.9,-99.99,x,-99.99,-99,x,x,0.024078,0.3719,x,0,FALSE,FALSE,7192,"7104, 7216",63pm11,1.29E13 pm 2.43E12,32.8pm 6.2,Lya,pilot,"Lya labeled at 7192, I measure 7160 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG0832+251,7201,PGC024169,1,"('128.89916666666664', '24.994444444444444')","('129.03088', '25.11269')",0.009967741,0.001762213,164.562778,132.5745074,294.5708809,x,7134,6964,-237,100.47,x,26,10.4,66,170,55.3,-99.99,x,-99.99,-99,Spiral,Spiral,0.023229,,x,1,FALSE,FALSE,7201,"7160, 7254",48pm10,9.58E12 pm 2.19E12,32.1pm 3.1,Lya,pilot,center is 7207 : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J1503.2+6810,7205,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.114,x,0,FALSE,FALSE,7205,"7124, 7264",180pm16,4.11E13 pm 4.49E12,43.1pm 3.0,Lya,pilot,"Lya marked at 7205, center is 7194 : NEEDS TO BE IDENTIFIED : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1236.0+2641,7223,IC3585,11,"('189.01666666666665', '26.693333333333335')","('189.16625', '26.82994')",0.059014298,0.119821098,226.0888158,264.4513717,366.7903824,x,7603,7312,89,110,x,41.2,39.6,16,90,45.6,68.89,.LAS0*.,-99.99,-99,SA(s)0^0^:,SA(s)0^0^:,0.02439,,x,3,FALSE,FALSE,7223,"7220, 7288",55pm9,1.15E13 pm 2.05E12,22.5pm 3.3,Lya,pilot,center is 7254 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS0957+599,7232,x,0,"('150.26083', '59.7375')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7232,"7200, 7274",50pm11,1.02E13 pm 2.47E12,26.2pm 2.5,Lya,pilot,center is 7237 : NO GALAXIES : NO GALAXIES
SDSSJ091728.60+271951.0,7282,UGC04895,2,"('139.36916666666667', '27.330833333333334')","('139.20608', '27.4896')",0.006247985,0.008528569,204.8052424,213.3056328,408.7633193,x,7279,7073,-209,109,x,35.7,12.8,69,163,25.4,70.49,.S..3..,0.35,163,Sb,Sb,0.023593,,x,0,FALSE,FALSE,7282,"7230, 7346",279pm14,9.48E13 pm 8.91E12,33.7pm 2.6,Lya,pilot,center is 7288 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
MS1228.6+1219,7337,x,0,"('187.8045833', '12.05194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7337,"7231, 7429",647pm11,2.85E14 pm 1.55E13,66.4pm 1.2,Lya,pilot,center is 7330 : NO GALAXIES : NO GALAXIES
RX_J1330.8+3119,7401,UGC08492,4,"('202.72208333333333', '31.325277777777778')","('202.52721', '31.38811')",0.078052817,0.059550233,189.5027738,180.1714711,302.3828098,x,7689,7414,13,97.4,x,31.9,28.7,26,117,6.3,44.48,.S?....,-99.99,-99,S0,S0,0.02473,0.241,x,1,TRUE,TRUE,7401,"7325, 7497",330pm15,1.09E14 pm 7.83E12,45.6pm 2.3,f:Lya,pilot,"f:Lya labeled at 7401, center is 7411. Somewhat ambiguous, and totally face on (can't determine azimuth). UGC08498 is b = 580, and is huge : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J2043.1+0324,7448,x,0,"('310.7758333', '3.413888889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7448,"7400, 7492",99pm9,2.24E13 pm 2.37E12,27.5pm 2.9,Lya,pilot,center is 7446 : NO GALAXIES : NO GALAXIES
RBS563,7529,x,0,"('69.62166667', '-61.79972222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.069,x,0,FALSE,FALSE,7529,"7428, 7620",471,1.95E+14,51.4,Lya,salt,slightly blended with 7659 : NO GALAXIES
HE1228+0131,7553,x,0,"('187.7083333', '1.256388889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.117,x,0,FALSE,FALSE,7553,"7506, 7624",61,1.22E+13,34.9,Lya,salt,in pilot paper : NO GALAXIES
MRK1014,7563,SDSSJ020017.78+003715.5,1,"('29.959166666666665', '0.39472222222222225')","('30.07412', '0.62098')",7.44E-10,8.17E-32,112.072362,57.51477202,476.5081451,x,7638,7906,343,107.58,x,14.9,5.2,70,148,58.9,-99.99,x,-99.99,-99,x,x,0.026371,0.163,x,0,FALSE,FALSE,7563,"7466, 7658",416pm10,1.58E14 pm 6.54E12,46.3pm 1.9,d:Lya,pilot,"center is 7562, strong, but far away from galaxy; p : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1302-102,7573,GALEXASCJ130558.02-102450.3,1,"('196.3875', '-10.555555555555555')","('196.49167', '-10.41389')",-99.99,-99.99,-99.99,-99.99,336.448339,x,7829,7558,-15,110.27,x,-99.99,-99.99,-99,-99,45.1,-99.99,x,-99.99,-99,x,x,0.02521,0.2784,x,0,FALSE,FALSE,7573,"7540, 7608",44,8.91E+12,23.1,Lya,salt,in pilot paper : ONLY 1 GALAXY
RBS563,7659,x,0,"('69.62166667', '-61.79972222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.069,x,0,FALSE,FALSE,7659,"7620, 7704",80,1.70E+13,30.2,Lya,salt,slightly blended with 7529 : NO GALAXIES
RBS2000,7681,x,0,"('351.18625', '-40.68027778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.17359,x,0,FALSE,FALSE,7681,"7654, 7718",45,9.31E+12,21.9,Lya,salt,weak : NO GALAXIES
PG0832+251,7719,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7719,"7658, 7750",62pm10,1.26E13 pm 2.21E12,35.4pm 2.0,Lya,pilot,center is 7704 : NO GALAXIES : NO GALAXIES
PG1211+143,7735,PG1211+143:[PWC2011]0104,1,"('183.57375000000002', '14.053611111111111')","('183.47074', '14.22013')",-99.99,-99.99,-99.99,-99.99,368.0225642,x,7710,7411,-324,108.59,x,-99.99,-99.99,-99,-99,68,-99.99,x,-99.99,-99,x,x,0.024722,0.0804,x,0,FALSE,FALSE,7735,"7634, 7850",156pm8,3.27E13 pm 1.79E12,66.2pm 2.9,Lya,pilot,center is 7742 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1302-102,7744,GALEXASCJ130558.02-102450.3,1,"('196.3875', '-10.555555555555555')","('196.49167', '-10.41389')",-99.99,-99.99,-99.99,-99.99,336.448339,x,7829,7558,-186,110.27,x,-99.99,-99.99,-99,-99,45.1,-99.99,x,-99.99,-99,x,x,0.02521,0.2784,x,0,FALSE,FALSE,7744,"7696, 7782",27,5.16E+12,29.8,Lya,salt,"not in pilot paper, weak : ONLY 1 GALAXY"
1H0717+714,7795,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,x,0,FALSE,FALSE,7795,"7768, 7836",49pm3,1.00E13 pm 7.06E11,24.4pm 2.0,d:Lya,pilot,"center is 7802, no galaxy with b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
1H0419-577,7801,APMBGC157+004+115,1,"('66.50291666666666', '-57.20055555555555')","('66.09964', '-57.11457')",-99.99,-99.99,-99.99,-99.99,449.8648387,x,7788,7925,124,109.68,x,-99.99,-99.99,-99,-99,30.5,-99.99,x,-99.99,-99,S,S,0.026435,0.104,x,0,FALSE,FALSE,7801,"7712, 7872",122,2.61E+13,43.9,Lya,salt,looks asymetric : ONLY 1 GALAXY
MS1228.6+1219,7811,IC3440,1,"('187.80458333333334', '12.051944444444445')","('187.77149', '12.02986')",1.383685393,0.798393041,132.056154,82.16610615,77.83157896,x,8082,7782,-29,113.82,x,18.9,15.4,35,82,26.3,-99.99,x,-99.99,-99,S,S,0.025957,,x,1,TRUE,TRUE,7811,"7701, 7905",511pm14,1.87E14 pm 1.08E13,59.0pm 1.7,Lya,pilot,center is 7803 : ONLY 1 GALAXY : ONLY 1 GALAXY
3C273.0,7857,x,0,"('187.2779167', '2.0525')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.15834,x,0,FALSE,FALSE,7857,"7810, 7912",42,8.28E+12,30.6,Lya,salt,in pilot paper : NO GALAXIES
SDSSJ140428.30+335342.0,7884,PGC050168,2,"('211.11791666666667', '33.895')","('211.12182', '33.95337')",1.414001806,1.383915136,192.362381,186.1342956,108.1511767,x,8177,7919,35,106,x,32.6,11.7,69,120,63.2,-99.99,x,-99.99,-99,Spiral,Spiral,0.026415,0.549,x,2,FALSE,TRUE,7884,"7745, 8023",889pm28,2.82E14 pm 2.03E13,93.4pm 1.2,working,pilot,center is 7884. SDSSJ140425.82+335552.8 is probably a large satellite galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
TON1009,7915,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.809,x,0,FALSE,FALSE,7915,"7870, 7960",72pm16,1.49E13 pm 3.66E12,31.5pm 3.1,Lya,pilot,"Lya labeled at 7944 _ I see two separate lines, at 7915 & 7995 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG0832+251,7921,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7921,"7850, 7958",70pm11,1.43E13 pm 2.39E12,38.4pm 2.1,Lya,pilot,center is 7904 : NO GALAXIES : NO GALAXIES
RBS1795,7923,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,0,FALSE,FALSE,7923,"7890, 7942",16pm4,3.13E12 pm 8.26E11,18.8pm 2.3,d:Lya,pilot,"center is 7916, extremely weak, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1117.6+5301,7957,x,0,"('169.41875', '53.03055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7957,"7904, 8006",91pm15,1.92E13 pm 3.65E12,35.8pm 3.0,Lya,pilot,center is 7955 : NO GALAXIES : NO GALAXIES
TON1009,7995,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.809,x,0,FALSE,FALSE,7995,"7960, 8030",66pm13,1.45E13 pm 3.16E12,26.0pm 1.4,Lya,pilot,"Lya labeled at 7944 _ I see two separate lines, at 7915 & 7995 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS567,8033,x,0,"('69.91125', '-53.19194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.243,x,0,FALSE,FALSE,8033,"8029, 8057",13,2.68E+12,8.1,Lya,salt,super weak : NO GALAXIES
RX_J2043.1+0324,8061,x,0,"('310.7758333', '3.413888889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,8061,"7996, 8144",167pm12,3.80E13 pm 3.03E12,45.7pm 2.2,Lya,pilot,center is 8070 : NO GALAXIES : NO GALAXIES
HE0439-5254,8063,x,0,"('70.05', '-52.805')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1.053,x,0,FALSE,FALSE,8063,"8034, 8088",33,6.58E+12,18.4,Lya,salt,hard to fit cont : NO GALAXIES
SDSSJ091728.60+271951.0,8102,x,0,"('139.3691667', '27.33083333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,8102,"8073, 8129",45pm12,9.16E12 pm 2.83E12,21.1pm 1.8,Lya,pilot,center is 8101 : NO GALAXIES : NO GALAXIES
RBS1795,8103,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,0,FALSE,FALSE,8103,"8057, 8155",61pm5,1.25E13 pm 1.17E12,31.0pm 2.6,"d:Lya,Lya",pilot,"group of large galaxies with 1000<b<2000kpc at this velocity, center is 8106 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
3C66A,8180,x,0,"('35.665', '43.03556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.444,x,0,FALSE,FALSE,8180,"8138, 8258",118pm6,2.76E13 pm 1.53E12,30.3pm 2.9,d:Lya,pilot,"center is 8198, no galaxies within 1000 kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1503.2+6810,8231,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.114,x,0,FALSE,FALSE,8231,"8208, 8256",29pm10,6.20E12 pm 2.21E12,13.3pm 4.1,no,pilot,"weak, center is 8232 : NEEDS TO BE IDENTIFIED : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1626+554,8263,x,0,"('246.98417', '55.37556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.133,x,0,FALSE,FALSE,8263,"8210, 8296",70pm5,1.47E13 pm 1.22E12,27.2pm 2.3,"d:Lya, Lya",pilot,"d:Lya labeled at 8246, Lya at 8263 _ I measure 8253, no galaxy within 2000 kpc and 1000 km/s : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG0832+251,8335,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,8335,"8292, 8350",54pm8,1.15E13 pm 1.81E12,20.8pm 4.1,Lya,pilot,center is 8321 : NO GALAXIES : NO GALAXIES
MRK1014,8421,x,0,"('29.95917', '0.39472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.163,x,0,FALSE,FALSE,8421,"8356, 8488",169pm11,3.98E13 pm 3.05E12,39.3pm 2.4,d:Lya,pilot,center is 8422 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
PG0832+251,8421,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,8421,"8350, 8494",320pm9,1.08E14 pm 5.46E12,40.4pm 2.6,Lya,pilot,center is 8422 : NO GALAXIES : NO GALAXIES
MRC2251-178,8429,x,0,"('343.5245833', '-17.58194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.06609,x,0,FALSE,FALSE,8429,"8382, 8480",40,7.74E+12,35.8,Lya,salt,weak : NO GALAXIES
SBS1537+577,8466,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,x,0,FALSE,FALSE,8466,"8413, 8501",48pm21,9.79E12 pm 4.38E12,31.1pm 7.9,Lya,pilot,center is 8457 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RX_J1356.4+2515,8475,PGC049556,3,"('209.10666666666668', '25.256666666666668')","('209.03878', '25.19546')",0.32496028,0.351168512,205.9912275,216,190.6726172,x,8944,8671,196,126,x,36,29.6,35,20,25.1,-99.99,x,-99.99,-99,E/S0,E/S0,0.028923,,x,1,TRUE,TRUE,8475,"8402, 8528",126pm18,2.69E13 pm 4.33E12,45.8pm 1.8,Lya,pilot,center is 8465
QSO1500-4140,8503,x,0,"('225.8916667', '-41.87305556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.335,x,0,FALSE,FALSE,8503,"8442, 8540",159,3.87E+13,34,Lya,salt,blended a bit with SII : NO GALAXIES
PG1302-102,8516,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,8516,"8496, 8526",8,1.46E+12,12.2,Lya,salt,"not in pilot paper, weak : NO GALAXIES"
SDSSJ080838.80+051440.0,8740,UGC04239,2,"('122.16166666666668', '5.2444444444444445')","('121.99208', '5.20667')",0.1563981,0.866075604,278.7260738,416.8226385,378.3007619,x,8893,8763,23,125.25,x,55.8,40.2,44,115,37.6,-99.99,x,-99.99,-99,S,S,0.02923,0.361,x,1,TRUE,TRUE,8740,"8560, 8876",883pm24,3.38E14 pm 2.10E13,92.6pm 2.1,done,pilot,center is 8718
SDSSJ135726.27+043541.4,8804,x,0,"('209.3595833', '4.594722222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1.23453,x,0,FALSE,FALSE,8804,"8765, 8847",89,1.94E+13,28.5,Lya,salt, : NO GALAXIES
SDSSJ112005.00+041323.0,8810,x,0,"('170.0208333', '4.223055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.54689,x,0,FALSE,FALSE,8810,"8754, 8862",157,3.70E+13,38.6,Lya,salt, : NO GALAXIES
SDSSJ151237.15+012846.0,8817,PGC054296,7,"('228.155', '1.4794444444444443')","('228.18209', '1.46487')",1.753194193,1.753670026,198.0251964,198.2523644,68.16290845,x,9015,8794,-23,126.97,x,34,27.9,35,135,16.7,-99.99,x,-99.99,-99,x,x,0.029334,0.26625,x,3,FALSE,TRUE,8817,"7654, 10200",7289,3.10E+15,810.1,Lya,salt,huge : VIRIAL AND CUSTOM INCLUDE MISMATCH
1H0419-577,8819,x,0,"('66.50291667', '-57.20055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.104,x,0,FALSE,FALSE,8819,"8772, 8874",39,7.57E+12,30.4,Lya,salt, : NO GALAXIES
3C273.0,8828,3C273:[PWC2011]1611,3,"('187.27791666666667', '2.0525')","('187.373', '2.19736')",7.14E-05,1.57E-08,144.3386162,99.69139883,400.1184588,x,9396,9101,273,132.33,x,21.5,11.2,59,144,69.3,-99.99,x,-99.99,-99,x,x,0.030358,0.15834,x,0,FALSE,FALSE,8828,"8738, 8922",138,2.95E+13,49.9,Lya,salt,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1503.2+6810,8835,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.114,x,0,FALSE,FALSE,8835,"8746, 8894",266pm15,7.45E13 pm 5.61E12,43.1pm 3.1,Lya,pilot,"Lya marked at 8845, center is 8820, blended : NEEDS TO BE IDENTIFIED : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
H1101-232,8860,x,0,"('165.9070833', '-23.49194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.186,x,0,FALSE,FALSE,8860,"8833, 8889",37,7.43E+12,21.7,Lya,salt,weak : NO GALAXIES
SDSSJ112224.10+031802.0,8872,SDSSJ112230.40+031545.8,1,"('170.60041666666666', '3.3005555555555555')","('170.62667', '3.26275')",0.899524403,0.094976822,121.7484398,68.85950915,104.124194,x,9208,8924,52,129.69,x,16.8,9.4,56,148,2.7,-99.99,x,-99.99,-99,x,x,0.029767,0.47528,x,1,TRUE,TRUE,8872,"8772, 8966",432,1.39E+14,56.3,Lya,salt,"in pilot paper, blended with Lye : ONLY 1 GALAXY"
SBS1503+570,8920,x,0,"('226.2315', '56.8223')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3589,x,0,FALSE,FALSE,8920,"8780, 9036",587pm16,2.14E14 pm 1.18E13,69.6pm 2.1,Lya,pilot,"Lya marked 8920, center is 8908; two galaxies with 500 < v < 800 km/s = SDSSJ150606.34+563934.6, SDSSJ150659.06+564203.2 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SDSSJ080838.80+051440.0,8927,UGC04239,4,"('122.16166666666668', '5.2444444444444445')","('121.99208', '5.20667')",0.080901283,0.448001781,278.7260738,416.8226385,378.3007619,x,8893,8763,-164,125.25,x,55.8,40.2,44,115,37.6,-99.99,x,-99.99,-99,S,S,0.02923,0.361,x,3,FALSE,TRUE,8927,"8870, 8974",130pm19,3.37E13 pm 5.54E12,25.6pm 4.4,done,pilot,center is 8922 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE0429-5343,8953,x,0,"('67.66666667', '-53.61555556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.04001,x,0,FALSE,FALSE,8953,"8820, 9092",555,2.37E+14,61.1,Lya,salt,intrinsic - vAGN = 11994 : NO GALAXIES
RBS2070,8966,MCG-05-01-020,7,"('359.7825', '-30.6275')","('359.90754', '-30.65583')",0.246044235,0.2566709,200.4298993,203.5233058,237.2889352,x,8677,8961,-5,122.21,x,34.6,18.7,57,115,10.3,-99.99,x,-99.99,-99,E,E,0.029891,0.165,x,1,TRUE,TRUE,8966,"8832, 9110",777pm10,4.11E14 pm 1.91E13,76.8pm 1.8,Lya,pilot,"center is 8971, 2dFGRSS357Z063 appears to be another name for the same galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
QSO1500-4140,8972,x,0,"('225.8916667', '-41.87305556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.335,x,0,FALSE,FALSE,8972,"8927,  8999",42,8.60E+12,24.2,Lya,salt,"weird continuum, weak : NO GALAXIES"
SBS1537+577,9008,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,x,0,FALSE,FALSE,9008,"8983, 9033",54pm14,1.23E13 pm 3.69E12,-99,no,pilot,"Not marked, but I see Lya here : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRC2251-178,9029,MCG-03-58-009,1,"('343.52458333333334', '-17.581944444444446')","('343.42021', '-17.47889')",0.341932875,1.488604314,342.7587368,653.4200617,355.068246,x,8754,9030,1,142,x,75.3,50.5,48,27,71,62.83,.S?....,0.66,27,Sc,Sc,0.030121,0.06609,x,1,TRUE,TRUE,9029,"8961, 9095",62,1.22E+13,45.7,Lya,salt, : ONLY 1 GALAXY
RBS1795,9038,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,0,FALSE,FALSE,9038,"8992, 9080",96pm5,2.12E13 pm 1.19E12,27.7pm 1.8,"d:Lya, Lya",pilot,"center is 9036, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MS1228.6+1219,9040,x,0,"('187.8045833', '12.05194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,9040,"8996, 9090",64pm13,1.32E13 pm 2.92E12,34.8pm 1.9,Lya,pilot,center is 9043 : NO GALAXIES : NO GALAXIES
MRC2251-178,9051,MCG-03-58-009,1,"('343.52458333333334', '-17.581944444444446')","('343.42021', '-17.47889')",0.338192225,1.472319398,342.7587368,653.4200617,355.068246,x,8754,9030,-21,142,x,75.3,50.5,48,27,71,62.83,.S?....,0.66,27,Sc,Sc,0.030121,0.0661,x,1,TRUE,TRUE,9051,"8958, 9098",60pm4,1.18E13 pm 8.73E11,46.4pm 2.7,"Lya, d:Lya",pilot,"Lya labeled at 9051, d:Lya at 9040, center is 9028 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
RBS567,9119,x,0,"('69.91125', '-53.19194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.243,x,0,FALSE,FALSE,9119,"9087, 9151",32,6.44E+12,27.8,Lya,salt,super weak : NO GALAXIES
